ID_music,music,artists,total_artists,released_year,released_month,released_day,released_date,day_week_released,spotify_playlists,spotify_charts,streams,apple_playlists,apple_charts,deezer_playlists,deezer_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
757,Still Life,BIGBANG,1,2022,4,5,5/4/2022,Terça-Feira,181,0,53909146,16,14,7,0,118,G#,Major,68,24,58,44,0,6,3
758,Photograph,Ed Sheeran,1,2014,6,20,20/6/2014,Sexta-Feira,18778,3,2236667932,228,105,2.453,0,108,E,Major,61,20,38,61,0,10,5
759,Love Yourself,Justin Bieber,1,2015,11,9,9/11/2015,Segunda-Feira,22730,5,2123309722,289,87,"2,43",0,100,E,Major,61,53,38,84,0,28,44
760,N95,Kendrick Lamar,1,2022,5,13,13/5/2022,Sexta-Feira,5542,0,301242089,52,16,65,0,140,D#,Minor,81,39,66,38,0,12,14
761,About Damn Time,Lizzo,1,2022,4,14,14/4/2022,Quinta-Feira,9021,0,723894473,242,49,272,21,109,A#,Minor,84,72,74,10,0,34,7
762,Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,13/5/2022,Sexta-Feira,4627,0,237351106,38,13,32,0,101,C#,Minor,78,40,74,36,0,17,27
763,Después De La Playa,Bad Bunny,1,2022,5,6,6/5/2022,Sexta-Feira,2229,0,461558540,27,44,24,0,78,F,Major,56,61,90,36,0,18,31
764,Un Ratito,Bad Bunny,1,2022,5,6,6/5/2022,Sexta-Feira,1112,6,417230415,7,30,13,1,93,,Minor,79,22,55,31,0,12,5
765,United In Grief,Kendrick Lamar,1,2022,5,13,13/5/2022,Sexta-Feira,2575,0,156898322,4,5,12,0,87,G#,Major,52,32,83,24,0,17,43
766,Father Time ,"Kendrick Lamar, Sampha",2,2022,5,13,13/5/2022,Sexta-Feira,3107,0,127309180,4,0,22,0,153,A#,Minor,55,50,78,19,0,11,35
767,Yo No Soy Celoso,Bad Bunny,1,2022,5,6,6/5/2022,Sexta-Feira,1179,0,313113297,7,21,11,0,142,,Major,87,93,59,28,0,17,5
768,Rich Spirit,Kendrick Lamar,1,2022,5,13,13/5/2022,Sexta-Feira,3486,0,173702135,20,10,33,0,96,A#,Minor,85,41,43,39,0,12,21
769,Cooped Up ,"Post Malone, Roddy Ricch",2,2022,5,12,12/5/2022,Quinta-Feira,2942,0,271666301,42,28,43,0,125,,Major,50,39,78,4,0,11,33
770,Me Fui De Vacaciones,Bad Bunny,1,2022,5,6,6/5/2022,Sexta-Feira,1443,0,305650299,9,11,22,1,85,A#,Major,71,43,65,23,0,9,5
771,Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,13/5/2022,Sexta-Feira,3028,0,123216717,22,0,23,0,140,C#,Minor,92,78,57,46,0,14,9
772,La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,6/5/2022,Sexta-Feira,1796,8,479655659,8,25,18,1,196,B,Minor,66,58,79,23,0,22,20
773,Count Me Out,Kendrick Lamar,1,2022,5,13,13/5/2022,Sexta-Feira,2729,0,126191104,3,7,13,0,134,G,Major,78,51,43,69,0,14,9
774,Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,6/5/2022,Sexta-Feira,1195,0,344055883,8,30,13,1,103,C#,Minor,80,45,62,76,0,10,38
775,Dos Mil 16,Bad Bunny,1,2022,5,6,6/5/2022,Sexta-Feira,892,3,338422004,10,24,11,0,130,C#,Major,82,50,67,12,0,13,5
776,We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,13/5/2022,Sexta-Feira,1635,0,68895644,4,1,6,0,108,B,Major,65,52,69,31,0,8,36
777,Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,13/5/2022,Sexta-Feira,2291,0,86176890,9,0,8,0,123,G#,Major,61,66,71,53,0,32,46
778,Un Coco,Bad Bunny,1,2022,5,6,6/5/2022,Sexta-Feira,1029,28,403231558,5,28,9,0,152,B,Major,84,74,69,21,0,18,6
779,Otro Atardecer,"Bad Bunny, The MaRema",2,2022,5,6,6/5/2022,Sexta-Feira,1681,7,319546754,10,30,13,0,108,D,Major,78,55,60,59,0,7,4
780,Worldwide Steppers,Kendrick Lamar,1,2022,5,13,13/5/2022,Sexta-Feira,1480,0,61739839,1,0,5,0,72,A#,Minor,56,56,47,76,0,8,36
781,Aguacero,Bad Bunny,1,2022,5,6,6/5/2022,Sexta-Feira,829,0,283359161,4,15,10,0,121,F#,Minor,86,67,65,42,0,35,7
782,Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,13/5/2022,Sexta-Feira,2308,0,76831876,7,0,7,0,138,D#,Minor,57,71,82,19,0,15,29
783,Un Verano Sin Ti,Bad Bunny,1,2022,5,6,6/5/2022,Sexta-Feira,1004,1,283332261,8,12,9,0,188,F,Minor,50,41,50,69,0,12,6
784,Ultra Solo,"Polima WestCoast, Pailita",2,2022,2,14,14/2/2022,Segunda-Feira,1367,0,307752576,48,4,34,1,110,C#,Major,80,26,85,23,0,11,21
785,Enséñame A Bailar,Bad Bunny,1,2022,5,6,6/5/2022,Sexta-Feira,1112,3,279737940,7,25,12,0,105,G#,Major,81,77,79,19,0,47,8
786,El Apagón,Bad Bunny,1,2022,5,6,6/5/2022,Sexta-Feira,1209,0,212351890,9,7,14,0,118,G#,Major,63,60,70,5,0,9,31
787,Callaita,"Bad Bunny, Tainy",2,2019,5,31,31/5/2019,Sexta-Feira,9539,15,1304313953,162,116,355,7,176,D,Major,61,24,62,60,0,24,31
788,Dua Lipa,Jack Harlow,1,2022,5,6,6/5/2022,Sexta-Feira,1992,0,150500965,35,0,3,0,158,B,Major,83,41,65,0,10,11,8
789,Agosto,Bad Bunny,1,2022,5,6,6/5/2022,Sexta-Feira,897,0,246127838,6,20,8,0,115,C#,Minor,85,72,58,9,0,49,12
790,House Of Memories,Panic! At The Disco,1,2016,1,15,15/1/2016,Sexta-Feira,2948,0,582863434,10,2,150,0,110,B,Minor,51,48,82,0,0,5,3
791,Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,13/5/2022,Sexta-Feira,1860,0,58687425,1,0,3,0,174,A,Major,73,26,54,30,0,34,32
792,That That ,"PSY, Suga",2,2022,4,29,29/4/2022,Sexta-Feira,802,0,212109195,16,81,23,0,130,E,Major,91,91,96,3,0,3,9
793,In The Stars,Benson Boone,1,2022,4,29,29/4/2022,Sexta-Feira,2224,8,382199619,48,40,87,1,78,A#,Major,36,30,54,34,0,14,5
794,Rich - Interlude,Kendrick Lamar,1,2022,5,13,13/5/2022,Sexta-Feira,1103,0,41210087,0,0,0,0,104,G,Major,44,74,42,88,0,9,9
795,Supermodel,Måneskin,1,2022,5,13,13/5/2022,Sexta-Feira,2265,0,231657891,93,12,173,11,121,G,Major,64,80,88,0,0,12,6
796,Stefania ,KALUSH,1,2022,3,10,10/3/2022,Quinta-Feira,555,0,53729194,10,4,4,0,105,D,Major,83,32,82,14,0,12,4
797,Thousand Miles,The Kid Laroi,1,2022,4,22,22/4/2022,Sexta-Feira,2050,0,244741137,52,9,46,0,81,G,Major,38,20,66,9,0,9,8
798,Crown,Kendrick Lamar,1,2022,5,13,13/5/2022,Sexta-Feira,1493,0,42485571,2,0,10,0,170,C#,Minor,37,14,24,80,0,11,4
799,Auntie Diaries,Kendrick Lamar,1,2022,5,13,13/5/2022,Sexta-Feira,1545,0,37778188,1,0,4,0,78,G,Major,43,60,38,76,1,48,38
800,Puffin On Zootiez,Future,1,2022,4,29,29/4/2022,Sexta-Feira,2350,0,254218729,28,42,23,0,125,G#,Major,88,28,66,6,0,13,31
801,Mirror,Kendrick Lamar,1,2022,5,13,13/5/2022,Sexta-Feira,1929,0,53603447,2,0,4,0,92,E,Minor,66,29,65,23,0,8,7
802,Beautiful Girl,Luciano,1,2022,4,22,22/4/2022,Sexta-Feira,710,4,160035717,16,11,18,0,140,B,Minor,84,61,42,31,0,9,9
803,Paulo Londra,"Bizarrap, Paulo Londra",2,2022,4,25,25/4/2022,Segunda-Feira,928,0,164163229,19,0,7,0,96,,Major,61,32,90,25,0,10,9
804,Savior ,Kendrick Lamar,1,2022,5,13,13/5/2022,Sexta-Feira,1194,0,37091576,0,0,3,0,118,F,Minor,66,83,43,84,0,19,19
805,Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,6/2/2022,Domingo,349,6,284249832,10,22,3,0,92,B,Minor,71,67,60,7,0,6,4
806,Mother I Sober ,"Kendrick Lamar, Beth Gibbons",2,2022,5,13,13/5/2022,Sexta-Feira,1890,0,33381454,3,0,2,0,140,G#,Minor,49,50,37,87,0,11,35
807,Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,26/1/2022,Quarta-Feira,4531,0,300983101,135,74,119,1,127,A#,Major,77,53,78,19,0,29,4
808,I Tried To Tell Y'All,"Ugly Dray, Tesla Jnr",2,2022,5,6,6/5/2022,Sexta-Feira,1657,0,121077868,15,3,3,0,96,B,Major,71,37,52,62,0,11,36
809,Honest ,"Justin Bieber, Don Toliver",2,2022,4,29,29/4/2022,Sexta-Feira,1351,0,106919680,26,1,17,0,150,G#,Minor,82,82,66,13,0,11,6
810,Zoom,Jessi,1,2022,4,13,13/4/2022,Quarta-Feira,608,0,136996305,5,29,14,0,100,F#,Major,87,46,60,1,0,13,16
811,Slomo,Chanel,1,2021,12,24,24/12/2021,Sexta-Feira,1211,0,65719930,31,0,19,0,105,C#,Minor,73,59,81,13,0,9,6
812,Fearless,LE SSERAFIM,1,2022,5,2,2/5/2022,Segunda-Feira,629,0,229497852,18,75,9,0,104,G,Major,86,43,62,5,0,13,14
813,10 Things I Hate About You,Leah Kate,1,2022,3,23,23/3/2022,Quarta-Feira,1301,0,185550869,23,1,15,0,154,G#,Major,54,45,79,1,0,17,5
814,Space Man,Sam Ryder,1,2022,2,22,22/2/2022,Terça-Feira,1329,0,54682594,42,51,32,0,80,B,Major,47,33,83,18,0,10,5
815,With You,"HA SUNG WOON, Jimin",2,2022,4,24,24/4/2022,Domingo,343,2,240580042,4,35,11,1,150,D#,Major,53,14,43,64,0,13,3
816,Iris,The Goo Goo Dolls,1,1998,3,31,31/3/1998,Terça-Feira,13101,9,1284942608,137,5,582,0,156,B,Minor,32,49,72,0,0,9,4
817,The Heart Part 5,Kendrick Lamar,1,2022,5,8,8/5/2022,Domingo,2939,0,71423324,29,0,30,0,98,G#,Minor,76,79,81,18,0,6,34
818,San Lucas,Kevin Kaarl,1,2019,11,7,7/11/2019,Quinta-Feira,407,1,244891912,5,0,5,0,92,G,Major,58,27,36,86,0,9,3
819,This Love,Taylor Swift,1,2022,5,6,6/5/2022,Sexta-Feira,1492,0,132171975,26,2,15,0,144,E,Major,47,7,50,32,0,7,4
820,Good Looking,Suki Waterhouse,1,2017,10,20,20/10/2017,Sexta-Feira,2264,0,184706613,11,6,25,0,150,E,Major,37,27,56,8,0,13,3
821,Flowers,Lauren Spencer Smith,1,2021,8,9,9/8/2021,Segunda-Feira,801,0,184826429,42,9,24,1,138,D#,Major,70,31,44,84,0,9,39
822,Yet To Come,BTS,1,2022,6,10,10/6/2022,Sexta-Feira,829,0,302006641,32,110,26,0,172,C#,Major,56,68,89,4,0,33,19
823,Run Bts,BTS,1,2022,6,10,10/6/2022,Sexta-Feira,736,0,330881149,5,132,17,0,77,G#,Major,72,70,82,2,0,4,17
824,Music For A Sushi Restaurant,Harry Styles,1,2022,5,20,20/5/2022,Sexta-Feira,4449,1,334733572,80,11,66,0,107,B,Major,72,36,72,26,6,11,4
825,Matilda,Harry Styles,1,2022,5,20,20/5/2022,Sexta-Feira,3218,3,366214458,29,10,79,0,114,D,Major,51,39,29,90,0,10,4
826,For Youth,BTS,1,2022,6,10,10/6/2022,Sexta-Feira,327,0,114546317,5,40,12,0,117,D,Major,63,29,51,43,0,25,4
827,Daylight,Harry Styles,1,2022,5,20,20/5/2022,Sexta-Feira,2775,0,290833204,21,11,40,0,146,,Major,69,63,45,48,0,18,4
828,Vegas ,Doja Cat,1,2022,5,6,6/5/2022,Sexta-Feira,4576,0,448500832,79,13,93,0,160,G#,Minor,80,74,60,8,0,14,26
829,Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,10/6/2022,Sexta-Feira,2313,0,136676504,34,0,29,0,120,G,Major,88,15,56,1,0,8,6
830,Potion ,"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,27/5/2022,Sexta-Feira,3983,0,190625045,73,45,119,0,100,B,Minor,82,76,70,16,0,8,5
831,Born Singer,BTS,1,2022,6,10,10/6/2022,Sexta-Feira,279,0,79095270,0,18,6,0,158,G#,Minor,60,68,84,4,0,24,11
832,Little Freak,Harry Styles,1,2022,5,20,20/5/2022,Sexta-Feira,2302,0,273194684,20,3,39,0,142,D#,Major,56,40,54,72,0,10,4
833,La Llevo Al Cielo,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,20/5/2022,Sexta-Feira,3559,3,333146475,36,1,31,0,170,A,Minor,80,77,85,11,0,17,14
834,True Love,"Kanye West, XXXTENTACION",2,2022,5,27,27/5/2022,Sexta-Feira,2129,0,194902696,23,1,44,1,84,F,Minor,71,39,86,2,0,51,25
835,Satellite,Harry Styles,1,2022,5,20,20/5/2022,Sexta-Feira,3291,5,311482393,43,28,79,0,139,,Major,58,30,46,14,0,9,3
836,Pass The Dutchie,Musical Youth,1,1982,1,1,1/1/1982,Sexta-Feira,5328,0,195918494,54,76,900,0,151,G,Major,73,88,67,20,0,32,5
837,Villano Antillano,"Bizarrap, Villano Antillano",2,2022,6,8,8/6/2022,Quarta-Feira,1401,0,248511839,26,16,17,0,128,C#,Minor,82,42,75,6,0,63,6
838,Love Of My Life,Harry Styles,1,2022,5,20,20/5/2022,Sexta-Feira,1933,0,233671263,13,2,31,0,118,G,Major,56,20,54,67,0,6,5
839,Grapejuice,Harry Styles,1,2022,5,20,20/5/2022,Sexta-Feira,1986,0,199587884,7,1,15,0,183,F,Major,65,88,72,36,14,20,3
840,So Good,Halsey,1,2022,6,9,9/6/2022,Quinta-Feira,1057,0,91781263,51,14,19,0,83,D#,Minor,63,29,62,4,0,18,4
841,Belly Dancer,"BYOR, Imanbek",2,2022,2,18,18/2/2022,Sexta-Feira,5115,13,383835984,109,38,301,1,122,C#,Major,85,42,80,6,0,17,14
842,Keep Driving,Harry Styles,1,2022,5,20,20/5/2022,Sexta-Feira,2094,1,236060709,8,1,18,0,165,A,Major,72,90,48,32,0,18,23
843,Cinema,Harry Styles,1,2022,5,20,20/5/2022,Sexta-Feira,2171,0,189236868,18,1,28,0,106,A,Minor,83,90,64,35,5,9,4
844,Die Young ,"Sleepy hallow, 347aidan",2,2022,5,25,25/5/2022,Quarta-Feira,896,0,160845341,19,0,15,0,77,B,Major,81,68,58,83,0,11,34
845,Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,1/1/2014,Quarta-Feira,5148,0,588955257,90,22,365,0,91,G#,Major,57,30,89,10,0,33,8
846,Hold My Hand,Lady Gaga,1,2022,5,3,3/5/2022,Terça-Feira,2528,0,238350348,63,8,270,2,148,G,Major,51,21,63,5,0,41,3
847,Daydreaming,Harry Styles,1,2022,5,20,20/5/2022,Sexta-Feira,1900,1,187703102,15,1,23,0,114,E,Minor,71,90,81,31,2,13,3
848,Numb,"Marshmello, Khalid",2,2022,6,10,10/6/2022,Sexta-Feira,3879,2,295307001,107,76,86,1,120,,Minor,91,63,77,12,1,10,5
849,Nos Comemos ,"Ozuna, Tiago pzk",2,2022,6,2,2/6/2022,Quinta-Feira,896,0,138334433,0,0,2,0,92,F#,Major,83,56,82,10,0,9,5
850,Me And Your Mama,Childish Gambino,1,2016,11,10,10/11/2016,Quinta-Feira,8775,0,445590495,33,60,107,1,118,F,Major,56,25,45,1,3,7,3
851,Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,18/3/2022,Sexta-Feira,5290,0,286739476,139,73,142,0,123,E,Minor,60,46,71,3,0,16,4
852,Slow Dancing In The Dark,Joji,1,2018,9,12,12/9/2018,Quarta-Feira,10211,0,1122364376,38,79,65,0,89,D#,Major,52,28,48,54,1,19,3
853,Antes De Perderte,Duki,1,2022,6,2,2/6/2022,Quinta-Feira,584,8,157136970,12,1,8,0,110,F,Minor,81,61,93,49,0,12,11
854,Boyfriends,Harry Styles,1,2022,5,20,20/5/2022,Sexta-Feira,1517,0,137070925,26,2,30,0,118,,Major,42,32,20,94,0,11,4
855,295,Sidhu Moose Wala,1,2021,5,15,15/5/2021,Sábado,246,4,183273246,4,106,0,0,90,B,Minor,68,54,76,21,0,11,20
856,Tak Ingin Usai,Keisya Levronka,1,2022,5,13,13/5/2022,Sexta-Feira,220,4,184807630,16,5,0,0,130,,Major,49,14,40,82,0,11,3
857,En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,13/5/2022,Sexta-Feira,514,0,164856284,5,36,1,0,154,F#,Minor,70,97,62,47,0,10,4
858,Master Of Puppets ,Metallica,1,1986,3,3,3/3/1986,Segunda-Feira,6080,0,704171068,112,198,406,1,105,E,Minor,54,59,83,0,44,20,4
859,Break My Soul,Beyoncé,1,2022,6,21,21/6/2022,Terça-Feira,9724,0,354614964,222,61,259,14,115,C#,Minor,70,87,88,4,0,26,8
860,Ultra Solo Remix,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,16/6/2022,Quinta-Feira,2341,0,279717388,37,2,38,2,110,C#,Major,91,59,82,8,0,6,8
861,Massive,Drake,1,2022,6,17,17/6/2022,Sexta-Feira,5263,0,195628667,66,89,61,0,125,E,Minor,51,5,68,12,2,15,6
862,Betty ,Yung Gravy,1,2022,6,10,10/6/2022,Sexta-Feira,2402,0,221752937,45,2,26,0,102,C#,Major,73,62,75,0,0,34,8
863,Ojos Marrones,Lasso,1,2022,2,6,6/2/2022,Domingo,795,11,263280370,26,18,15,1,120,G#,Minor,81,72,65,4,0,14,4
864,Pop!,Nayeon,1,2022,6,24,24/6/2022,Sexta-Feira,571,0,213505179,19,21,14,0,97,D,Major,80,36,86,4,0,3,5
865,Layla,"SchRemaze, DJ R",2,2022,3,24,24/3/2022,Quinta-Feira,832,3,130419412,18,124,24,1,140,F,Minor,44,41,92,0,0,44,7
866,More,j-hope,1,2022,7,1,1/7/2022,Sexta-Feira,565,0,155795783,6,52,11,0,97,D,Major,78,31,72,1,0,11,4
867,Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,1/1/1987,Quinta-Feira,41231,1,1553497987,228,151,"6,72",3,125,F#,Major,45,67,90,9,11,10,5
868,Last Last,Burna Boy,1,2022,5,12,12/5/2022,Quinta-Feira,4526,12,293466523,156,275,150,3,88,D#,Minor,80,55,56,13,0,8,9
869,Snap,Rosa Linn,1,2022,3,19,19/3/2022,Sábado,1818,0,711366595,3,0,63,0,170,,Major,56,52,64,11,0,45,7
870,Sticky,Drake,1,2022,6,17,17/6/2022,Sexta-Feira,2814,0,191448892,38,105,25,0,137,A#,Minor,88,8,49,9,0,9,14
871,Hot Shit ,"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1/7/2022,Sexta-Feira,1601,0,85924992,11,0,2,0,157,A,Major,88,52,69,0,0,8,23
872,Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,3/6/2022,Sexta-Feira,894,4,176103902,28,0,54,0,130,F#,Major,95,83,57,54,0,10,25
873,La Loto,"Anitta, Tini, Becky G",3,2022,7,6,6/7/2022,Quarta-Feira,945,0,121189256,49,3,57,0,90,C#,Major,85,80,83,10,0,8,11
874,Die First,Nessa Barrett,1,2022,6,24,24/6/2022,Sexta-Feira,767,0,131746175,25,0,22,0,183,G#,Minor,44,44,67,7,0,12,13
875,Afraid To Feel,LF System,1,2022,5,2,2/5/2022,Segunda-Feira,5898,5,244790012,129,55,128,0,128,C#,Major,58,68,91,2,0,27,11
876,Baile No Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,10/6/2022,Sexta-Feira,685,2,129314708,17,0,24,0,130,D#,Minor,71,78,40,46,0,7,45
877,Cómo Dormiste?,Rels B,1,2022,8,4,4/8/2022,Quinta-Feira,1452,35,331511413,16,15,20,0,126,C#,Major,63,56,43,24,0,12,23
878,Bad Decisions ,"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,5/8/2022,Sexta-Feira,1456,0,219196651,53,2,33,0,120,,Major,77,94,87,2,0,23,12
879,Staying Alive ,"Drake, DJ Khaled, Lil Baby",3,2022,8,5,5/8/2022,Sexta-Feira,2107,0,170732845,51,1,50,0,130,E,Minor,72,18,46,7,0,28,8
880,Caile,Luar La L,1,2020,12,18,18/12/2020,Sexta-Feira,1494,2,273914335,17,12,15,0,122,,Major,70,46,76,30,0,9,45
881,Si Te La Encuentras Por Ahí,Feid,1,2022,8,5,5/8/2022,Sexta-Feira,1379,4,179061440,23,10,18,0,172,G#,Minor,74,46,58,15,0,13,8
882,Givenchy,Duki,1,2022,7,20,20/7/2022,Quarta-Feira,625,4,185236961,13,18,12,0,103,G#,Major,61,38,62,14,0,23,40
883,Alien Superstar,Beyoncé,1,2022,7,29,29/7/2022,Sexta-Feira,2688,0,171788484,39,47,36,0,122,A#,Minor,55,46,64,0,0,17,10
884,Mary On A Cross,Ghost,1,2019,9,13,13/9/2019,Sexta-Feira,2668,2,387080183,38,266,78,0,130,B,Major,47,56,90,0,0,10,4
885,Attention,NewJeans,1,2022,8,1,1/8/2022,Segunda-Feira,799,12,264717480,14,141,9,0,105,A#,Minor,81,70,65,24,0,8,4
886,The Shade,Rex Orange County,1,2022,3,11,11/3/2022,Sexta-Feira,1189,6,244928911,17,10,16,0,120,F,Major,90,73,51,39,0,9,6
887,Come Back Home ,Sofia Carson,1,2022,7,12,12/7/2022,Terça-Feira,367,0,97610446,28,67,195,0,145,G,Major,56,43,53,24,0,12,4
888,El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,22/7/2022,Sexta-Feira,527,4,287278853,10,43,3,1,99,G,Minor,79,64,59,28,0,11,14
889,Heartless,Kanye West,1,2008,1,1,1/1/2008,Terça-Feira,17504,34,887906111,63,39,1.315,0,88,A#,Minor,79,66,65,5,0,25,14
890,Stay With Me ,"Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,15/7/2022,Sexta-Feira,3113,0,123473120,54,6,124,1,126,A,Major,81,90,73,28,0,29,4
891,Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,15/8/2022,Segunda-Feira,685,5,295152154,15,79,4,2,136,,Major,77,71,75,33,1,13,4
892,Jgl,"Luis R Conriquez, La Adictiva",2,2022,2,18,18/2/2022,Sexta-Feira,782,9,323455692,15,33,6,1,113,G#,Major,70,97,59,55,0,27,12
893,Don'T You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,16/6/2022,Quinta-Feira,2442,0,240918092,81,4,248,1,132,B,Major,82,49,88,20,0,21,3
894,Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,20/5/2022,Sexta-Feira,1112,4,191873381,22,2,65,1,135,G#,Major,77,74,74,47,0,34,8
895,Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,10/11/2017,Sexta-Feira,4967,0,284216603,165,10,177,4,126,,Major,67,49,77,11,0,19,11
896,Forget Me,Lewis Capaldi,1,2022,9,9,9/9/2022,Sexta-Feira,2520,4,239411309,93,95,84,9,102,C#,Minor,67,72,74,30,0,36,4
897,After Like,IVE,1,2022,8,22,22/8/2022,Segunda-Feira,767,12,265548837,20,129,11,0,125,,Major,68,80,92,10,0,9,12
898,Bound 2,Kanye West,1,2013,1,1,1/1/2013,Terça-Feira,19806,7,703301727,33,11,274,0,149,C#,Major,37,28,66,14,0,9,5
899,B.O.T.A. ,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,15/6/2022,Quarta-Feira,5153,6,244585109,102,53,113,12,137,,Major,74,71,89,24,61,15,5
900,Talk That Talk,TWICE,1,2022,8,26,26/8/2022,Sexta-Feira,615,0,189476119,14,77,15,1,120,D#,Minor,77,78,91,14,0,33,12
901,Billie Eilish.,Armani White,1,2022,1,20,20/1/2022,Quinta-Feira,2537,0,277132266,49,1,67,11,100,C#,Major,90,75,50,11,0,9,26
902,Ferxxo 100,Feid,1,2022,6,3,3/6/2022,Sexta-Feira,1647,30,278920007,20,49,23,2,164,G#,Minor,70,58,57,25,0,15,7
903,Ku Lo Sa ,Oxlade,1,2022,6,10,10/6/2022,Sexta-Feira,2019,8,222410722,117,72,107,1,93,A#,Minor,65,79,66,31,0,22,7
904,Prohibidox,Feid,1,2022,9,13,13/9/2022,Terça-Feira,1473,12,185392587,25,36,25,1,180,C#,Minor,65,52,80,5,0,6,25
905,Static,Steve Lacy,1,2022,7,15,15/7/2022,Sexta-Feira,1613,0,202452860,21,15,13,0,79,C#,Major,34,22,31,43,63,10,7
906,The Scientist,Coldplay,1,2002,8,5,5/8/2002,Segunda-Feira,30992,6,1608164312,124,25,7.827,1,146,F,Major,56,21,44,73,0,11,2
907,Sparks,Coldplay,1,2000,7,10,10/7/2000,Segunda-Feira,10826,4,624101957,24,0,805,0,103,C#,Major,37,17,27,75,5,10,3
908,Talk,YEAT,1,2022,9,2,2/9/2022,Sexta-Feira,920,0,148461629,10,1,8,0,140,E,Minor,70,26,76,8,0,54,23
909,Xq Te Pones Así,"Yandel, Feid",2,2022,9,13,13/9/2022,Terça-Feira,308,0,47093942,6,1,6,0,92,A#,Major,81,48,70,13,0,15,7
910,Selfish,PnB Rock,1,2016,6,23,23/6/2016,Quinta-Feira,2468,0,380319238,15,0,0,0,102,C#,Minor,64,4,60,11,0,19,4
911,Sin Señal,"Ovy On The Drums, Quevedo",2,2022,7,22,22/7/2022,Sexta-Feira,1097,2,209106362,18,10,13,1,118,B,Minor,82,75,85,33,1,11,4
912,Lady Mi Amor,Feid,1,2022,9,13,13/9/2022,Terça-Feira,330,0,53987404,3,0,2,0,93,D,Major,78,75,62,6,0,15,6
913,Poland,Lil Yachty,1,2022,6,23,23/6/2022,Quinta-Feira,1584,0,115331792,38,0,24,0,150,F,Minor,70,26,56,14,83,11,5
914,The Loneliest,Måneskin,1,2022,10,7,7/10/2022,Sexta-Feira,1585,5,225093344,78,65,328,1,130,D,Major,52,24,60,0,0,8,3
915,Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,14/10/2022,Sexta-Feira,766,0,84697729,16,0,9,0,83,D#,Minor,65,24,53,6,0,51,4
916,Baby Otaku,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,18/8/2022,Quinta-Feira,836,0,159240673,14,1,13,0,102,A,Major,84,43,75,5,0,6,8
917,Nxde,(G)I-DLE,1,2022,10,17,17/10/2022,Segunda-Feira,430,6,170709584,14,116,9,0,136,E,Minor,73,65,91,4,0,48,18
918,Miss You,Southstar,1,1982,5,16,16/5/1982,Domingo,2020,0,154356956,77,10,119,0,145,A,Major,66,24,58,17,0,19,5
919,We Fell In Love In October,girl in red,1,2018,11,21,21/11/2018,Quarta-Feira,6858,0,723043854,31,21,15,0,130,G,Major,57,24,37,11,18,16,3
920,2 Be Loved ,Lizzo,1,2022,7,14,14/7/2022,Quinta-Feira,3682,6,247689123,41,0,158,2,156,G,Major,72,92,77,9,0,8,11
921,Celestial,Ed Sheeran,1,2022,9,29,29/9/2022,Quinta-Feira,1639,0,176474912,86,14,80,0,123,D,Major,57,50,85,5,0,16,4
922,Typa Girl,BLACKPINK,1,2022,9,16,16/9/2022,Sexta-Feira,452,10,235549288,2,129,13,0,132,G,Major,92,53,62,7,0,63,10
