ID_music,music,artists,total_artists,released_year,released_month,released_day,released_date,day_week_released,spotify_playlists,spotify_charts,streams,apple_playlists,apple_charts,deezer_playlists,deezer_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
433,Woman,Doja Cat,1,2021,6,25,25/6/2021,Sexta-Feira,9424,0,1329090101,202,50,463,4,108,F,Minor,82,88,76,9,0,12,9
434,Shut Up My Moms Calling ,Hotel Ugly,1,2022,9,14,14/9/2022,Quarta-Feira,713,7,181831132,2,4,6,0,85,F,Minor,65,36,47,31,0,12,10
435,Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,14/3/2022,Segunda-Feira,7758,28,462791599,173,79,175,0,125,C#,Minor,84,70,69,1,0,5,5
436,"You'Re On Your Own, Kid",Taylor Swift,1,2022,10,21,21/10/2022,Sexta-Feira,2537,2,348647203,8,18,20,0,120,D,Major,69,40,39,41,0,13,6
437,Kesariya ,"Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,17/7/2022,Domingo,292,6,366599607,26,98,4,0,94,,Major,58,44,57,57,0,10,3
438,Agudo Mágico 3,"Styrx, utku INC, Thezth",3,1930,1,1,1/1/1930,Quarta-Feira,323,0,90598517,4,0,14,0,130,F#,Minor,65,49,80,22,4,7,5
439,Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,1/1/2012,Domingo,14143,4,1479264469,56,38,1.891,1,110,E,Major,74,51,74,2,0,29,4
440,All I Want For Christmas Is You,Mariah Carey,1,1994,10,28,28/10/1994,Sexta-Feira,25653,0,1449779435,387,132,2.094,0,150,G,Major,34,33,63,16,0,7,4
441,Last Christmas,Wham!,1,1984,1,1,1/1/1984,Domingo,22153,0,1159176109,274,111,1.302,0,107,B,Minor,74,88,65,28,0,46,3
442,Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,1/1/1958,Quarta-Feira,14994,0,769213520,191,168,206,0,140,G#,Major,70,85,41,71,0,45,5
443,Jingle Bell Rock,Bobby Helms,1,1957,1,1,1/1/1957,Terça-Feira,10326,0,741301563,165,99,104,0,119,D,Major,74,78,37,84,0,6,3
444,It'S Beginning To Look A Lot Like Christmas,Michael Bublé,1,2011,10,14,14/10/2011,Sexta-Feira,12353,0,807561936,35,0,549,0,93,E,Major,35,38,23,91,0,29,3
445,Santa Tell Me,Ariana Grande,1,2013,12,13,13/12/2013,Sexta-Feira,9408,0,834129063,231,106,439,0,133,G,Major,46,53,63,5,0,30,18
446,It'S The Most Wonderful Time Of The Year,Andy Williams,1,1963,10,14,14/10/1963,Segunda-Feira,8879,0,663832097,182,107,160,0,202,G,Major,24,76,60,77,0,12,4
447,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,16/11/1959,Segunda-Feira,6512,0,446390129,88,1,277,0,134,C#,Major,45,72,24,91,0,18,4
448,Snowman,Sia,1,2017,1,1,1/1/2017,Domingo,5140,0,690104769,85,110,500,0,105,C#,Major,72,33,51,48,0,9,3
449,Underneath The Tree,Kelly Clarkson,1,2013,10,25,25/10/2013,Sexta-Feira,6596,0,485285717,144,99,251,0,160,G#,Major,51,69,81,0,0,21,5
450,Feliz Navidad,José Feliciano,1,1970,11,1,1/11/1970,Domingo,3788,0,520034544,21,3,10,0,148,D,Major,50,96,82,47,0,34,4
451,Holly Jolly Christmas,Michael Bublé,1,2011,10,14,14/10/2011,Sexta-Feira,7655,0,476244795,5,0,291,0,151,G,Major,65,70,47,87,0,9,4
452,Mistletoe,Justin Bieber,1,2011,1,1,1/1/2011,Sábado,9577,0,629173063,195,111,310,0,162,F#,Minor,67,88,54,51,0,9,4
453,Sleigh Ride,The Ronettes,1,1963,11,22,22/11/1963,Sexta-Feira,10114,0,404664135,114,74,262,0,92,D,Major,53,84,77,40,0,32,3
454,Seek & Destroy,SZA,1,2022,12,9,9/12/2022,Sexta-Feira,1007,0,98709329,5,31,1,0,152,C#,Major,65,35,65,44,18,21,7
455,Love Language,SZA,1,2022,12,9,9/12/2022,Sexta-Feira,1127,0,110849052,16,63,8,0,65,A,Minor,71,55,26,85,0,13,8
456,Happy Xmas ,"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,1/12/1971,Quarta-Feira,10829,0,460492795,130,1,390,0,147,D,Major,33,39,61,32,0,77,3
457,Used ,"SZA, Don Toliver",2,2022,12,8,8/12/2022,Quinta-Feira,1042,0,94005786,7,29,3,0,150,A#,Minor,73,71,69,53,0,32,9
458,A Holly Jolly Christmas ,Burl Ives,1,1952,1,1,1/1/1952,Terça-Feira,7930,0,395591396,108,120,73,0,140,,Major,67,81,36,64,0,15,3
459,The Christmas Song ,Nat King Cole,1,1946,11,1,1/11/1946,Sexta-Feira,11500,0,389771964,140,72,251,0,139,C#,Major,36,22,15,84,0,11,4
460,Wonderful Christmastime ,Paul McCartney,1,1979,11,16,16/11/1979,Sexta-Feira,1685,0,403939487,1,0,29,0,95,B,Major,75,74,58,36,0,9,3
461,Do They Know It'S Christmas? ,Band Aid,1,1984,11,25,25/11/1984,Domingo,14169,0,481697415,209,30,449,0,115,,Major,60,23,57,0,2,27,3
462,Ghost In The Machine ,"SZA, Phoebe Bridgers",2,2022,12,9,9/12/2022,Sexta-Feira,1634,0,110073250,16,20,4,0,125,F#,Major,62,59,43,84,3,11,5
463,Special,SZA,1,2022,12,9,9/12/2022,Sexta-Feira,906,0,88092256,6,21,3,0,76,,Major,60,19,20,78,0,11,5
464,Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1/1/1984,Domingo,1087,0,351636786,90,35,5,0,101,C#,Minor,72,91,87,14,0,13,3
465,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,1/1/1950,Domingo,10585,0,473248298,126,108,406,0,143,D,Major,60,86,32,88,0,34,6
466,Sos,SZA,1,2022,12,9,9/12/2022,Sexta-Feira,827,0,73981293,6,18,1,0,119,G,Minor,51,51,66,67,0,9,23
467,Open Arms ,"SZA, Travis Scott",2,2022,12,8,8/12/2022,Quinta-Feira,1420,4,155653938,13,87,17,0,78,A,Major,67,22,59,76,1,15,16
468,White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,1/1/1942,Quinta-Feira,11940,0,395591396,73,79,123,0,96,A,Major,23,19,25,91,0,40,3
469,Driving Home For Christmas ,Chris Rea,1,1986,1,1,1/1/1986,Quarta-Feira,888,0,429504768,50,0,6,0,180,A,Major,51,87,58,36,0,18,4
470,Christmas ,Darlene Love,1,1963,11,22,22/11/1963,Sexta-Feira,9122,0,242767149,121,58,212,0,126,D#,Major,34,35,76,39,0,8,5
471,Gone Girl,SZA,1,2022,12,9,9/12/2022,Sexta-Feira,892,0,65362788,3,17,2,0,150,F,Major,43,42,44,57,0,15,6
472,F2F,SZA,1,2022,12,9,9/12/2022,Sexta-Feira,989,0,67540165,5,9,1,0,90,D,Major,53,47,74,9,0,34,4
473,Notice Me,SZA,1,2022,12,9,9/12/2022,Sexta-Feira,819,0,62019074,14,22,0,0,160,F,Major,72,78,68,28,0,11,12
474,Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,10/11/2017,Sexta-Feira,2209,0,135723538,72,90,141,0,114,,Major,59,60,94,24,0,10,4
475,It'S Beginning To Look A Lot Like Christmas ,"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,1/1/1958,Quarta-Feira,6290,0,295998468,89,39,158,0,113,G,Major,73,72,32,77,0,15,5
476,My Only Wish ,Britney Spears,1,2000,11,7,7/11/2000,Terça-Feira,6952,0,261116938,115,53,286,0,147,,Major,67,69,72,17,0,19,3
477,Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,4/11/2022,Sexta-Feira,313,2,136689549,10,6,7,1,100,B,Minor,70,92,59,3,0,10,3
478,Wild Flower ,RM,1,2022,12,2,2/12/2022,Sexta-Feira,353,2,135611421,2,74,14,0,155,G#,Major,49,42,77,3,0,12,9
479,I Hate U,SZA,1,2021,12,3,3/12/2021,Sexta-Feira,4094,0,356709897,66,96,43,0,107,G,Minor,54,41,39,51,0,11,16
480,Raindrops ,"Travis Scott, Metro Boomin",2,2022,12,2,2/12/2022,Sexta-Feira,880,0,110649992,3,7,10,0,112,G#,Major,80,15,54,9,0,38,5
481,Spit In My Face!,ThxSoMch,1,2022,10,31,31/10/2022,Segunda-Feira,573,0,301869854,1,0,18,0,166,C#,Major,70,57,57,9,20,11,7
482,Deck The Hall ,Nat King Cole,1,1959,1,1,1/1/1959,Quinta-Feira,3299,0,127027715,65,39,41,0,107,F#,Minor,69,96,36,81,0,8,4
483,Smoking On My Ex Pack,SZA,1,2022,12,9,9/12/2022,Sexta-Feira,811,0,57144458,6,11,3,0,81,G#,Major,47,33,68,24,0,22,38
484,Conceited,SZA,1,2022,12,9,9/12/2022,Sexta-Feira,899,0,56870689,2,14,2,0,150,C#,Major,79,77,46,5,0,11,7
485,Snow On The Beach ,"Taylor Swift, Lana Del Rey",2,2022,10,21,21/10/2022,Sexta-Feira,2415,0,323437194,33,57,30,0,110,A,Major,66,19,32,69,0,12,4
486,Maroon,Taylor Swift,1,2022,10,21,21/10/2022,Sexta-Feira,2304,0,317726339,12,16,14,0,108,G,Major,64,4,40,6,0,10,6
487,Tubarão Te Amo,"DJ LK da Escócia, MC Daniel, MC RF, MC Jhenny e Tchakabum",4,2022,9,28,28/9/2022,Quarta-Feira,1003,0,116144341,21,0,44,0,130,E,Minor,89,48,74,30,0,7,36
488,Bejeweled,Taylor Swift,1,2022,10,21,21/10/2022,Sexta-Feira,2699,0,328207708,39,35,22,2,164,G,Major,70,39,56,6,0,9,7
489,Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,6/5/2022,Sexta-Feira,2482,20,608228647,27,77,22,2,114,B,Minor,80,42,68,2,0,66,4
490,You Make It Feel Like Christmas ,"Gwen Stefani, Blake Shelton",2,2005,9,20,20/9/2005,Terça-Feira,2577,0,180577478,108,56,30,0,93,F,Major,63,93,88,1,0,12,4
491,Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,25/6/2021,Sexta-Feira,6821,34,809306935,83,58,128,7,90,C#,Minor,87,51,69,36,0,9,8
492,Too Late,SZA,1,2022,12,8,8/12/2022,Quinta-Feira,714,0,49262961,0,9,2,0,128,B,Major,45,35,68,78,0,39,8
493,Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,6/5/2022,Sexta-Feira,3185,4,614555082,38,64,37,3,97,A,Major,83,47,80,2,0,24,9
494,Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,1/1/1958,Quarta-Feira,8612,0,245350949,120,30,52,0,152,G,Minor,69,94,71,79,0,7,8
495,Jingle Bells ,Frank Sinatra,1,1957,1,1,1/1/1957,Terça-Feira,4326,0,178660459,32,3,65,0,175,G#,Major,51,94,34,73,0,10,5
496,Far,SZA,1,2022,12,9,9/12/2022,Sexta-Feira,680,0,51641685,2,15,1,0,116,D,Major,61,48,55,67,0,16,8
497,On Time ,"John Legend, Metro Boomin",2,2022,12,2,2/12/2022,Sexta-Feira,398,0,78139948,2,2,6,0,80,F,Minor,33,51,59,76,0,44,6
498,Gatúbela ,"Maldy, Karol G",2,2022,8,25,25/8/2022,Quinta-Feira,3328,13,322336177,39,50,57,3,93,B,Minor,63,34,86,26,0,21,39
499,Abcdefu,Gayle,1,2021,8,13,13/8/2021,Sexta-Feira,7215,0,1007612429,170,12,575,18,122,E,Major,70,42,54,30,0,37,5
500,Sacrifice,The Weeknd,1,2022,1,7,7/1/2022,Sexta-Feira,4440,0,326792833,81,77,133,0,122,G,Major,70,91,79,3,0,7,10
501,Is There Someone Else?,The Weeknd,1,2022,1,7,7/1/2022,Sexta-Feira,2881,6,391251368,13,89,34,0,135,A,Minor,70,60,58,4,0,16,3
502,Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,5/1/2022,Quarta-Feira,2235,0,349585590,65,7,70,16,109,F,Major,60,45,47,62,0,31,5
503,Out Of Time,The Weeknd,1,2022,1,7,7/1/2022,Sexta-Feira,3711,0,339659802,49,88,62,0,93,,Minor,65,82,74,27,0,32,5
504,Do It To It,"Cherish, ACRAZE",2,2021,8,20,20/8/2021,Sexta-Feira,12403,0,674772936,183,63,465,0,125,B,Minor,85,64,81,2,5,7,9
505,We Don'T Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,19/11/2021,Sexta-Feira,2785,0,432719968,95,89,44,0,206,,Minor,58,83,45,36,0,11,8
506,Pepas,Farruko,1,2021,6,24,24/6/2021,Quinta-Feira,14114,17,1309887447,252,109,965,20,130,G,Major,76,44,77,1,0,13,3
507,How Do I Make You Love Me?,The Weeknd,1,2022,1,7,7/1/2022,Sexta-Feira,1915,0,119238316,7,47,15,0,121,G,Minor,80,62,51,2,0,9,8
508,Gasoline,The Weeknd,1,2022,1,7,7/1/2022,Sexta-Feira,2297,0,116903579,11,29,14,0,123,F#,Minor,74,35,73,0,0,21,5
509,Infinity,Jaymes Young,1,2017,6,23,23/6/2017,Sexta-Feira,4375,0,888046992,24,0,396,0,122,B,Minor,67,50,67,15,0,30,4
510,Less Than Zero,The Weeknd,1,2022,1,7,7/1/2022,Sexta-Feira,2800,0,200660871,18,77,61,0,143,,Major,53,50,79,0,0,8,3
511,Take My Breath,The Weeknd,1,2021,8,6,6/8/2021,Sexta-Feira,2597,0,130655803,17,80,38,0,121,A#,Minor,70,35,77,1,0,26,4
512,Good 4 U,Olivia Rodrigo,1,2021,5,14,14/5/2021,Sexta-Feira,15563,6,1887039593,259,55,461,1,166,F#,Minor,56,68,66,28,0,11,18
513,Here We Go... Again,"The Weeknd, Tyler, The Creator",3,2022,1,7,7/1/2022,Sexta-Feira,1420,0,88103848,7,18,7,0,135,C#,Major,41,27,64,36,0,60,3
514,Best Friends,The Weeknd,1,2022,1,7,7/1/2022,Sexta-Feira,1292,0,101114984,3,18,14,0,87,E,Minor,49,49,59,44,0,35,21
515,Kiss Me More ,"SZA, Doja Cat",2,2021,4,9,9/4/2021,Sexta-Feira,15867,0,1575467011,382,65,497,0,111,G#,Major,77,74,66,30,0,13,3
516,I Heard You'Re Married ,"The Weeknd, Lil Wayne",2,2022,1,7,7/1/2022,Sexta-Feira,1178,0,91656026,9,10,9,0,110,D,Major,75,85,84,10,0,31,19
517,Need To Know,Doja Cat,1,2021,6,11,11/6/2021,Sexta-Feira,6672,0,1042568408,125,36,150,0,130,C#,Major,66,19,61,30,0,9,7
518,Montero ,Lil Nas X,1,2020,9,18,18/9/2020,Sexta-Feira,12329,0,1735441776,275,19,738,0,179,G#,Minor,61,76,51,30,0,38,15
519,Love Nwantiti ,Ckay,1,2019,7,26,26/7/2019,Sexta-Feira,5669,2,726837877,74,0,262,14,93,F,Minor,74,53,73,61,0,13,4
520,Dawn Fm,The Weeknd,1,2022,1,7,7/1/2022,Sexta-Feira,811,0,53933526,1,8,6,0,78,A,Minor,27,10,49,62,0,49,5
521,Surface Pressure,Jessica Darrow,1,2021,11,19,19/11/2021,Sexta-Feira,1756,0,267758538,38,48,20,0,180,D,Major,65,37,58,2,0,4,31
522,Starry Eyes,The Weeknd,1,2022,1,7,7/1/2022,Sexta-Feira,1014,0,74601456,1,17,11,0,86,A,Minor,28,13,41,50,0,19,3
523,Thats What I Want,Lil Nas X,1,2021,9,17,17/9/2021,Sexta-Feira,7963,0,920797189,173,7,298,0,88,C#,Minor,74,55,85,1,0,5,22
524,One Right Now ,"The Weeknd, Post Malone",2,2021,11,5,5/11/2021,Sexta-Feira,4771,0,539595276,68,18,75,0,97,C#,Major,68,72,78,4,0,7,5
525,Beggin,Måneskin,1,2017,12,8,8/12/2017,Sexta-Feira,8559,0,1367810478,183,64,964,9,134,B,Minor,71,59,80,13,0,36,5
526,Mon Amour ,"Aitana, zzoilo",2,2020,9,21,21/9/2020,Segunda-Feira,3221,2,578207856,67,13,139,0,116,D,Major,75,36,76,12,0,10,10
527,Lo Siento Bb,"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,5/10/2021,Terça-Feira,3423,26,775542072,61,65,53,6,170,E,Minor,64,14,70,9,0,9,8
528,Money,Lisa,1,2021,9,10,10/9/2021,Sexta-Feira,2566,13,863625566,44,109,131,0,140,C#,Minor,83,40,55,16,0,14,23
529,The Motto,"Tiësto, Ava",2,2021,11,4,4/11/2021,Quinta-Feira,9151,6,656013912,240,107,268,0,118,G,Minor,75,46,76,3,0,9,4
530,Happier Than Ever,Billie Eilish,1,2021,7,30,30/7/2021,Sexta-Feira,8476,0,1056760045,138,133,283,0,65,,Major,31,31,24,76,0,14,4
531,Moth To A Flame ,"The Weeknd, Swedish House Mafia",2,2021,10,22,22/10/2021,Sexta-Feira,7495,17,611994237,114,172,284,2,120,,Minor,56,16,67,0,0,11,4
532,Traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,21/5/2021,Sexta-Feira,5257,6,1230855859,85,43,134,0,176,D#,Major,29,12,33,68,0,12,5
533,Toxic,BoyWithUke,1,2021,9,10,10/9/2021,Sexta-Feira,1795,0,582981380,34,23,118,0,180,G#,Minor,59,69,61,84,0,46,36
534,Drivers License,Olivia Rodrigo,1,2021,1,8,8/1/2021,Sexta-Feira,12685,3,1858144199,185,61,485,0,144,A#,Major,59,21,43,76,0,10,7
535,Malvadão 3,"Xamã, Gustah, Neobeats",3,2021,11,30,30/11/2021,Terça-Feira,648,1,240684449,14,3,81,0,133,F#,Minor,82,52,61,38,0,14,27
536,All Too Well ,Taylor Swift,1,2021,11,12,12/11/2021,Sexta-Feira,4635,5,583687007,50,49,30,1,93,,Major,63,21,52,28,0,9,3
537,Don'T Break My Heart ,The Weeknd,1,2022,1,7,7/1/2022,Sexta-Feira,1184,0,63803529,1,5,6,0,122,A#,Major,77,25,62,34,0,23,3
538,Oh My God,Adele,1,2021,11,19,19/11/2021,Sexta-Feira,4431,0,466214729,105,7,199,0,88,C#,Major,53,55,73,9,0,3,5
539,Entre Nosotros ,"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,5/1/2022,Quarta-Feira,759,3,236940480,32,0,12,0,170,F,Minor,70,61,44,40,0,37,4
540,A Tale By Quincy,The Weeknd,1,2022,1,7,7/1/2022,Sexta-Feira,733,0,41924466,0,2,2,0,94,F,Minor,46,55,50,71,0,10,11
541,I Am Woman,Emmy Meli,1,2021,11,18,18/11/2021,Quinta-Feira,2795,0,225259194,45,0,107,0,170,A#,Major,65,46,47,12,0,13,16
542,Medallo,"Justin Quiles, Lenny TavRemaez, BL",3,2021,10,27,27/10/2021,Quarta-Feira,2780,2,393230256,54,21,57,1,90,E,Minor,79,79,70,57,0,66,8
543,It'Ll Be Okay,Shawn Mendes,1,2021,12,1,1/12/2021,Quarta-Feira,1950,0,287201015,56,8,104,0,78,G,Major,40,7,29,62,0,9,3
544,Softcore,The Neighbourhood,1,2018,3,9,9/3/2018,Sexta-Feira,3947,12,599770206,33,102,93,0,94,D,Major,57,36,58,5,0,15,3
545,Super Gremlin,Kodak Black,1,2021,10,30,30/10/2021,Sábado,2551,0,342779426,52,15,35,0,73,D,Major,83,11,41,0,0,36,14
546,Volví,"Aventura, Bad Bunny",2,2021,8,3,3/8/2021,Terça-Feira,5375,10,673801126,138,24,133,0,176,C#,Major,73,79,86,42,0,7,18
547,Todo De Ti,Rauw Alejandro,1,2020,11,2,2/11/2020,Segunda-Feira,11975,8,1168642797,188,75,268,6,128,D#,Minor,81,57,63,40,1,10,4
548,Love Nwantiti ,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,30/8/2019,Sexta-Feira,2696,0,540539717,42,2,57,0,120,G#,Major,58,44,60,44,9,5,6
549,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,5/11/2021,Sexta-Feira,4963,0,383550148,63,40,76,0,82,D,Major,63,85,62,6,0,35,4
550,Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,13/3/2020,Sexta-Feira,6734,0,530511203,47,14,90,0,95,D,Major,77,40,47,2,0,9,3
551,Every Angel Is Terrifying,The Weeknd,1,2022,1,7,7/1/2022,Sexta-Feira,715,0,37307967,0,1,2,0,118,,Major,44,52,94,11,0,4,29
552,Tacones Rojos,Sebastian Yatra,1,2021,10,22,22/10/2021,Sexta-Feira,3047,9,510876816,77,31,85,5,123,B,Minor,75,93,86,8,0,14,3
553,Peaches ,"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,19/3/2021,Sexta-Feira,14140,0,1445941661,231,52,612,6,90,,Major,63,49,68,38,0,42,18
554,Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,30/10/2020,Sexta-Feira,11215,21,1763363713,189,166,525,9,110,E,Minor,73,14,57,40,0,11,5
555,Tiago Pzk,"Bizarrap, Tiago pzk",2,2021,12,29,29/12/2021,Quarta-Feira,1678,12,374191487,20,4,15,1,96,C#,Minor,66,76,82,47,0,10,32
556,L'Enfer,Stromae,1,2022,1,9,9/1/2022,Domingo,2035,0,108809090,41,122,394,0,88,D,Minor,56,58,55,35,0,23,11
557,Nostálgico,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,8/9/2021,Quarta-Feira,2780,2,436695353,86,76,59,0,98,A,Minor,73,60,85,17,0,24,5
558,Better Days ,"NEIKED, Mae Muller, Polo G",3,2021,9,24,24/9/2021,Sexta-Feira,4091,0,421040617,105,2,73,13,110,,Minor,72,67,68,0,0,14,4
559,Life Goes On,Oliver Tree,1,2020,7,17,17/7/2020,Sexta-Feira,2868,0,501541661,43,15,116,0,80,,Major,70,57,49,19,0,12,8
560,Sad Girlz Luv Money Remix ,"Kali Uchis, Amaarae, Moliy",3,2021,9,16,16/9/2021,Quinta-Feira,3643,0,354065229,69,3,70,0,110,C#,Minor,86,31,53,43,0,11,6
561,Butter,BTS,1,2021,5,21,21/5/2021,Sexta-Feira,4779,6,1143647827,180,135,223,0,110,G#,Major,79,70,36,0,0,6,11
562,Pushin P ,"Young Thug, Future, Gunna",3,2022,1,7,7/1/2022,Sexta-Feira,3517,0,311395144,54,28,43,0,78,C#,Minor,77,49,42,1,1,13,19
563,You Right,"Doja Cat, The Weeknd",2,2021,6,24,24/6/2021,Quinta-Feira,5073,0,672656250,83,9,100,0,129,G#,Major,83,44,62,2,0,8,6
564,Deja Vu,Olivia Rodrigo,1,2021,4,1,1/4/2021,Quinta-Feira,7545,4,1256880657,117,39,141,0,181,A,Major,44,22,60,61,0,42,9
565,Dynamite,BTS,1,2020,8,21,21/8/2020,Sexta-Feira,8528,5,1692897992,239,163,583,0,114,F#,Minor,75,74,77,1,0,9,10
566,To The Moon,Jnr Choi,1,2021,11,5,5/11/2021,Sexta-Feira,2979,0,245095641,44,0,159,0,144,D,Major,74,39,65,5,1,11,35
567,Lost In The Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,11/1/2019,Sexta-Feira,7731,2,686734357,110,145,447,0,101,D,Major,66,18,68,9,0,12,4
568,Salimo De Noche,"Trueno, Tiago pzk",2,2021,10,21,21/10/2021,Quinta-Feira,1057,0,261414174,17,5,21,0,84,D,Major,67,78,63,29,0,12,5
569,Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,8/7/2021,Quinta-Feira,3272,19,610045621,101,34,70,1,154,F#,Major,66,63,69,21,0,11,7
570,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,5/3/2021,Sexta-Feira,14417,0,1115880852,237,123,569,0,148,F,Major,59,72,62,18,0,9,3
571,Knife Talk ,"Drake, Project Pat, 21 Savage",3,2021,9,3,3/9/2021,Sexta-Feira,5199,0,594482982,45,43,45,0,146,F,Minor,85,22,37,13,0,7,30
572,Don'T Be Shy,"Tiësto, Kar",2,2021,8,1,1/8/2021,Domingo,6026,0,566954746,171,51,187,1,120,B,Minor,77,51,79,20,0,26,6
573,La Fama ,"The Weeknd, Rosalía",2,2021,11,11,11/11/2021,Quinta-Feira,4640,3,374706940,81,93,507,6,136,,Minor,77,82,30,95,0,13,5
574,The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,19/11/2021,Sexta-Feira,1150,0,184937148,20,38,12,0,141,C#,Major,59,56,63,12,0,6,36
575,Phantom Regret By Jim,The Weeknd,1,2022,1,7,7/1/2022,Sexta-Feira,768,0,31959571,1,1,3,0,108,A,Minor,46,23,48,75,30,14,4
576,Dos Oruguitas,Sebastian Yatra,1,2021,11,19,19/11/2021,Sexta-Feira,925,0,167076418,24,47,74,0,94,,Major,42,47,36,76,0,9,5
577,Freaks,Surf Curse,1,2015,5,10,10/5/2015,Domingo,3006,3,824420218,23,21,121,0,180,A,Major,35,41,94,0,63,5,5
578,Acapulco,Jason Derulo,1,2021,9,1,1/9/2021,Quarta-Feira,3098,0,363467642,111,5,182,1,122,A#,Major,77,51,79,5,0,16,5
579,Daddy Issues,The Neighbourhood,1,2015,10,30,30/10/2015,Sexta-Feira,9771,4,1127468248,42,70,384,0,85,A#,Major,59,33,52,7,15,12,3
580,Thought I Was Playing,"21 Savage, Gunna",2,2022,1,7,7/1/2022,Sexta-Feira,807,0,60680939,3,0,5,0,148,C#,Major,68,29,73,0,0,7,7
581,Eleven,IVE,1,2021,12,1,1/12/2021,Quarta-Feira,521,1,247737946,17,89,11,0,120,A,Major,83,59,73,6,0,5,11
582,Mood ,"24kgoldn, Iann Dior",2,2020,7,24,24/7/2020,Sexta-Feira,12854,0,1699402402,237,27,636,0,91,G,Minor,70,76,72,22,0,27,4
583,What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,19/11/2021,Sexta-Feira,802,0,154797871,13,27,8,0,120,E,Major,72,54,71,26,0,10,4
584,Dance Crip,Trueno,1,2021,11,17,17/11/2021,Quarta-Feira,731,0,198883004,14,14,24,0,106,,Major,86,86,79,11,0,8,9
585,Miserable Man,David Kushner,1,2022,1,7,7/1/2022,Sexta-Feira,788,0,124407432,13,0,32,1,110,A#,Major,63,31,35,93,0,29,3
586,Happier,Olivia Rodrigo,1,2021,5,21,21/5/2021,Sexta-Feira,3069,4,850608354,25,46,105,0,169,F#,Major,39,36,45,81,0,8,13
587,Praise God,Kanye West,1,2021,8,29,29/8/2021,Domingo,4651,0,376333030,24,6,105,0,118,C#,Major,80,21,55,1,0,26,17
588,Get Into It ,Doja Cat,1,2021,6,25,25/6/2021,Sexta-Feira,4999,0,516784627,43,19,73,12,92,G#,Minor,91,79,66,32,0,9,16
589,Before You Go,Lewis Capaldi,1,2019,11,1,1/11/2019,Sexta-Feira,8327,24,1608045237,205,130,625,0,112,D#,Major,45,19,60,63,0,9,6
590,Sky,Playboi Carti,1,2020,12,25,25/12/2020,Sexta-Feira,3297,3,506778838,25,3,52,0,140,D,Major,79,56,91,26,0,13,21
591,Rolling In The Deep,Adele,1,2010,11,29,29/11/2010,Segunda-Feira,35684,6,1472799873,195,125,"6,28",2,105,G#,Major,73,52,76,13,0,5,3
592,Sobrio,Maluma,1,2021,7,8,8/7/2021,Quinta-Feira,3506,10,513643924,103,76,100,1,178,F,Major,76,63,77,14,0,15,22
593,Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,23/12/2021,Quinta-Feira,2999,0,261286503,60,17,154,0,108,G,Minor,96,71,42,57,0,8,9
594,Favorite Crime,Olivia Rodrigo,1,2021,5,21,21/5/2021,Sexta-Feira,3681,0,783706581,20,21,99,0,173,A,Major,40,19,29,86,0,34,4
